acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs,totalpay
1804,VA,20165,Discover,2724,05012949,5,0.0046,-5.38,112,27,161,1,110
1805,FL,33616,Associates,4227,05012889,5,0.3071,-1.18,120,60,13,2,2558
1806,TX,79413,Discover,3815,10011372,10,0.6950,-0.36,118,54,31,16,75
1807,HI,96720,Discover,3768,01015333,1,0.2030,-1.59,139,72,80,5,110
1808,MO,63130,Chase,2152,02014511,2,0.9940,-0.01,116,87,47,2,300
1809,GA,30907,Discover,4106,05012975,5,0.9038,-0.1,142,24,8,2,3043
1810,NM,88021,Discover,4017,10011777,10,0.2855,-1.25,95,73,51,1,150
1811,CA,90630,Discover,8534,08012351,8,0.6410,-0.44,143,4,50,1,4500
1812,TN,37144,Discover,2681,01018361,1,0.0161,-4.13,144,60,60,3,307
1813,TN,38008,Associates,675,01015942,1,0.4312,-0.84,142,70,121,2,600
1814,CO,80526,Discover,1621,01019058,1,0.6649,-0.41,126,42,155,2,680
1815,CA,93230,Wells,4150,07012545,7,0.4298,-0.84,130,91,32,1,20
1816,CA,93620,Bank_Of_Am,5907,02014509,2,0.5439,-0.61,110,98,57,1,50
1817,TX,79416,Discover,864,06012697,6,0.7759,-0.25,111,64,42,3,31
1818,NJ,07103,Bank_Of_Am,3437,09921035,9,0.9533,-0.05,138,45,128,1,140
1819,CA,93274,Bank_Of_Am,5128,06012605,6,0.7184,-0.33,144,47,57,1,3010
1820,NY,11225,Discover,1507,06012594,6,0.1213,-2.11,87,47,140,1,960
1821,LA,71357,Discover,2669,02014748,2,0.6473,-0.43,140,88,22,4,2250
1822,FL,32095,Chase_Bony,2652,03013493,3,0.7847,-0.24,145,81,30,4,650
1823,CA,94589,Wells,923,05012862,5,0.3822,-0.96,139,46,148,2,753
1824,AR,72904,Chase_Bony,899,03013412,3,0.9935,-0.01,119,16,84,1,350
1825,NY,13090,Bank_Of_Am,4895,01015929,1,0.3588,-1.02,119,80,84,1,3037
1826,CA,95340,Bank_Of_Am,1945,06012700,6,0.2825,-1.26,139,99,4,3,125
1827,SC,29718,Chase_Rev,916,04013085,4,0.7161,-0.33,124,33,49,7,425
1828,TX,75029,Bank_Of_Am,1289,01019132,1,0.0520,-2.96,118,21,158,2,200
1829,OK,73006,Wells,3332,05012842,5,0.4735,-0.75,137,37,16,1,1242
1830,PA,19120,Chase,1027,04013252,4,0.7321,-0.31,111,86,116,7,275
1831,LA,70538,Discover,2426,05013002,5,0.5553,-0.59,114,72,87,6,640
1832,FL,33477,Associates,2516,04013234,4,0.6643,-0.41,142,46,94,11,500
1833,WV,25411,Chase_Rev,4164,08012320,8,0.1701,-1.77,110,52,100,7,200
1834,MO,63841,Bank_Of_Am,452,01014981,1,0.3554,-1.03,106,47,107,5,80
1835,CA,95833,Wells,6058,10011837,10,0.0319,-3.44,134,59,18,6,2273
1836,CA,91980,Bank_Of_Am,3380,07012376,7,0.9996,0,106,80,18,5,2500
1837,WA,98122,Bank_Of_Am,1417,01019320,1,0.7471,-0.29,127,96,74,1,1024
1838,CA,94117,Wells,2586,04013277,4,0.4566,-0.78,127,21,73,5,957
1839,MD,20910,Associates,1493,06012579,6,0.5670,-0.57,111,27,67,6,25
1840,TX,77015,Associates,2301,10011432,10,0.5028,-0.69,89,35,33,4,2095
1841,MD,21532,Discover,1533,03013427,3,0.8682,-0.14,131,86,43,2,37
1842,CA,90501,Chase_Rev,2516,04013089,4,0.8266,-0.19,137,65,283,2,425
1843,FL,33183,Discover,5255,02014744,2,0.0200,-3.91,124,63,59,9,822
1844,NC,28314,Discover,2970,01017997,1,0.6337,-0.46,99,64,40,7,375
1845,FL,32867,Wells,1524,02014102,2,0.7017,-0.35,145,83,19,3,530
1846,TX,78238,Discover,8940,10010177,10,0.9239,-0.08,124,9,65,2,4771
1847,SC,29063,Discover,1825,01015664,1,0.7443,-0.3,99,23,254,2,92
1848,CA,92253,Discover,1912,03013292,3,0.2908,-1.24,141,36,112,1,81
1849,NY,11207,Discover,3998,01015198,1,0.6682,-0.4,130,44,39,3,2798
1850,MO,64061,Bank_Of_Am,655,02014072,2,0.9736,-0.03,99,50,62,2,100
1851,TX,77357,Discover,2430,02014069,2,0.3869,-0.95,115,79,45,4,330
1852,NM,87002,Wells,2041,02013807,2,0.7432,-0.3,141,4,193,20,25
1853,CA,93401,Wells,1278,06012646,6,0.6998,-0.36,111,65,191,7,1218
1854,FL,33428,Discover,8791,10011737,10,0.2685,-1.31,127,89,9,2,250
1855,AR,72904,Discover,5405,01015399,1,0.2881,-1.24,107,40,115,1,1732
1856,TN,38075,Chase_Rev,4335,05012789,5,0.1535,-1.87,127,45,37,1,1368
1857,NV,89012,Associates,6762,10011306,10,0.8709,-0.14,94,56,159,2,1373
1858,NY,11228,Wells,3446,02014527,2,0.9362,-0.07,141,75,146,1,1083
1859,FL,32501,Chase_Rev,860,04013258,4,0.6306,-0.46,132,78,151,3,500
1860,NJ,07036,Discover,1633,06922326,6,0.1309,-2.03,105,25,288,1,66
1861,IL,60089,Chase_Rev,9139,09011930,9,0.7210,-0.33,147,62,92,7,1224
1862,CA,93927,Bank_Of_Am,887,07012398,7,0.8144,-0.21,143,60,54,1,1535
1863,NY,10471,Discover,902,03013397,3,0.1480,-1.91,136,33,138,2,150
1864,CA,92154,Discover,2299,02014098,2,0.1145,-2.17,129,7,56,3,1300
1865,CA,91910,Bank_Of_Am,3427,02013979,2,0.8088,-0.21,110,39,52,5,50
1866,KY,41141,Discover,2322,03013380,3,0.2534,-1.37,115,6,66,6,1290
1867,AR,72002,Chase,1070,02013825,2,0.0524,-2.95,126,11,13,2,25
1868,CA,95670,Bank_Of_Am,1918,03013525,3,0.2366,-1.44,74,11,158,5,435
1869,TN,38040,Discover,3649,09011962,9,0.0419,-3.17,115,24,108,4,3005
1870,TN,37870,Associates,4107,04013113,4,0.8722,-0.14,142,80,71,2,485
1871,CA,90031,Associates,2218,02014093,2,0.1949,-1.64,96,42,34,3,1835
1872,MO,64119,Bank_Of_Am,1838,01015975,1,0.6957,-0.36,130,20,100,1,60
1873,CA,92128,Wells,3406,06012744,6,0.3752,-0.98,116,9,53,2,710
1874,AL,35222,Discover,1985,03013404,3,0.2158,-1.53,126,97,129,10,325
1875,NC,27870,Associates,4145,01017581,1,0.8550,-0.16,141,97,40,1,2605
1876,PA,19341,Bank_Of_Am,2889,04013055,4,0.2897,-1.24,114,49,61,2,536
1877,CA,90810,Wells,3197,04013076,4,0.0471,-3.06,129,53,53,1,55
1878,PA,19122,Associates,2554,03013404,3,0.3467,-1.06,117,76,140,10,875
1879,TX,75052,Discover,3981,10011431,10,0.4281,-0.85,118,66,96,5,835
1880,TX,76014,Discover,3573,03013359,3,0.9246,-0.08,109,20,42,2,175
1881,MN,55419,Chase,3100,04013141,4,0.4690,-0.76,134,95,36,3,267
1882,NC,28052,Chase,701,01014778,1,0.4621,-0.77,133,92,88,8,10
1883,TX,79606,Discover,2295,09011951,9,0.6890,-0.37,130,99,100,2,536
1884,TX,76689,Associates,5413,07012356,7,0.0250,-3.69,92,95,369,2,136
1885,TN,38104,Discover,6435,06012606,6,0.0248,-3.7,113,84,27,3,1375
1886,CA,94806,Chase,1362,06012718,6,0.4225,-0.86,115,94,32,9,65
1887,WA,98043,Bank_Of_Am,1221,08012340,8,0.7273,-0.32,120,37,221,1,83
1888,TN,38109,Discover,1601,01015271,1,0.0320,-3.44,135,79,125,2,428
1889,PA,19033,Chase,1124,03013337,3,0.7415,-0.3,133,37,236,3,755
1890,NY,11788,Bank_Of_Am,7398,01015934,1,0.9938,-0.01,136,65,41,8,350
1891,NC,28217,Chase_Bony,2522,02014286,2,0.1151,-2.16,142,37,140,4,344
1892,FL,32208,Discover,1499,04013063,4,0.6025,-0.51,103,9,69,1,400
1893,PA,17073,Bank_Of_Am,1439,01016638,1,0.8922,-0.11,95,21,44,4,580
1894,MO,65536,Associates,2146,03013417,3,0.0469,-3.06,76,34,76,10,300
1895,CA,95815,Chase_Rev,9227,08921670,8,0.7584,-0.28,106,44,12,3,1384
1896,NY,10314,Discover,2434,01017991,1,0.2953,-1.22,126,31,87,11,300
1897,MI,48021,Associates,3713,05012787,5,0.1226,-2.1,106,40,48,14,1725
1898,OK,74955,Wells,1597,03923696,3,0.2387,-1.43,117,51,60,1,132
1899,MO,65770,Bank_Of_Am,673,02014264,2,0.4188,-0.87,121,68,5,2,21
1900,TN,37804,Associates,5743,09012127,9,0.9291,-0.07,146,42,42,4,1257
1901,AR,72301,Discover,3700,01015741,1,0.1063,-2.24,121,13,59,3,20
1902,CA,93063,Wells,1555,02013969,2,0.9700,-0.03,125,45,71,4,1900
1903,CA,90230,Wells,1766,01019407,1,0.0133,-4.32,104,95,72,1,400
1904,AZ,85345,Associates,6322,07012420,7,0.5161,-0.66,102,72,81,3,1861
1905,TX,75229,Discover,6952,10011302,10,0.2603,-1.35,90,78,52,1,225
1906,NJ,07001,Discover,5534,02014652,2,0.4998,-0.69,144,92,93,2,539
1907,MA,02382,Discover,1144,07012476,7,0.7884,-0.24,130,86,1,1,60
1908,CA,91104,Chase_Rev,3782,07012369,7,0.1907,-1.66,102,86,37,4,533
1909,MD,20763,Chase_Rev,1572,02013930,2,0.9365,-0.07,96,49,13,1,500
1910,NJ,08816,Associates,330,10011295,10,0.4036,-0.91,130,7,45,7,7
1911,FL,32433,Chase_Rev,8580,07012426,7,0.4913,-0.71,144,45,70,6,1230
1912,GA,30083,Discover,3509,01016073,1,0.1160,-2.15,110,21,37,3,147
1913,NC,27344,Associates,2276,02013906,2,0.8959,-0.11,144,19,130,4,75
1914,FL,32225,Chase_Rev,1576,03013351,3,0.7203,-0.33,138,30,156,1,275
1915,NY,12205,Chase,2710,03013530,3,0.7226,-0.32,126,7,10,1,1184
1916,MA,01005,Chase,2427,03013433,3,0.4881,-0.72,126,16,26,2,1961
1917,NM,87347,Bank_Of_Am,1248,07012401,7,0.1443,-1.94,112,51,33,2,472
1918,CA,90630,Bank_Of_Am,5567,01017936,1,0.9491,-0.05,127,27,24,1,1992
1919,TX,77541,Chase,1396,03924092,3,0.1044,-2.26,137,12,90,1,269
1920,NY,10543,Discover,3398,01015646,1,0.3567,-1.03,137,33,33,7,355
1921,GA,30157,Discover,2464,02014043,2,0.0587,-2.83,107,6,32,3,895
1922,PA,16127,Associates,2097,04013159,4,0.0272,-3.6,115,7,68,3,894
1923,OH,45424,Discover,1920,04923503,4,0.7772,-0.25,93,21,60,4,629
1924,TN,37138,Chase_Rev,2018,03013515,3,0.4793,-0.74,94,57,34,4,1050
1925,CA,90247,Wells,1386,08921675,8,0.1598,-1.83,127,1,150,1,70
1926,CA,95833,Wells,1259,03923831,3,0.7551,-0.28,112,4,29,6,1035
1927,CA,94538,Wells,1133,08012178,8,0.6454,-0.44,145,87,185,3,450
1928,MD,21784,Bank_Of_Am,4241,04013243,4,0.2197,-1.52,117,32,123,1,415
1929,OH,43701,Bank_Of_Am,6232,02013936,2,0.1631,-1.81,124,2,139,1,632
1930,PA,15214,Discover,4486,08012301,8,0.5009,-0.69,139,85,135,6,30
1931,TN,37642,Discover,8094,08012211,8,0.7941,-0.23,110,3,89,1,726
1932,GA,30349,Chase,2016,03013539,3,0.5551,-0.59,129,75,143,3,75
1933,FL,33015,Bank_Of_Am,2906,02014727,2,0.5867,-0.53,140,88,128,12,568
1934,GA,30294,Discover,5674,01016547,1,0.7853,-0.24,99,5,214,2,575
1935,RI,02879,Discover,3015,01016918,1,0.2085,-1.57,112,43,21,4,1864
1936,CA,90245,Chase,7625,09011952,9,0.0531,-2.94,140,35,55,2,696
1937,IL,60443,Bank_Of_Am,685,01017308,1,0.1305,-2.04,105,26,82,2,278
1938,FL,33064,Chase,12180,09011910,9,0.9035,-0.1,126,14,144,5,4471
1939,TN,37211,Bank_Of_Am,3299,01019439,1,0.6575,-0.42,114,31,94,3,2968
1940,CA,90806,Wells,2140,05012864,5,0.8104,-0.21,110,30,386,1,900
1941,NC,28768,Discover,1448,01017021,1,0.9830,-0.02,131,68,133,5,1033
1942,AL,36615,Discover,4718,02014519,2,0.4876,-0.72,107,99,54,1,2180
1943,CA,94801,Bank_Of_Am,1512,05012861,5,0.3311,-1.11,135,89,69,1,100
1944,CA,91766,Wells,1545,02013683,2,0.5013,-0.69,138,24,30,3,680
1945,IN,46304,Chase,6640,08012342,8,0.5774,-0.55,123,99,77,2,9324
1946,CA,95687,Discover,3403,07012467,7,0.7720,-0.26,87,24,7,1,63
1947,CA,92780,Bank_Of_Am,5805,01019085,1,0.5219,-0.65,144,64,99,7,2008
1948,CA,91206,Bank_Of_Am,1370,05012885,5,0.2200,-1.51,141,64,75,2,100
1949,CA,91206,Wells,3989,07012528,7,0.0224,-3.8,129,50,144,2,46
1950,TX,78415,Discover,6979,10011838,10,0.4911,-0.71,120,32,142,3,5
1951,NY,10589,Chase_Rev,3455,04013145,4,0.2260,-1.49,104,40,105,1,2300
1952,CA,92782,Bank_Of_Am,1635,01015458,1,0.2825,-1.26,88,37,347,15,60
1953,LA,70070,Chase,10952,09012077,9,0.2940,-1.22,120,97,127,4,2000
1954,AL,36024,Bank_Of_Am,1136,01016751,1,0.8477,-0.17,128,85,42,1,25
1955,CA,90242,Bank_Of_Am,3458,01019184,1,0.4452,-0.81,123,66,25,3,72
1956,CA,94066,Wells,1752,02014230,2,0.5011,-0.69,133,98,65,7,2096
1957,PA,16823,Associates,4059,02925308,2,0.6781,-0.39,113,25,13,2,1679
1958,FL,33990,Associates,692,06012739,6,0.6856,-0.38,107,9,14,7,250
1959,CA,95823,Wells,1198,01016087,1,0.1999,-1.61,129,8,69,16,128
1960,OH,44708,Discover,4784,09012019,9,0.2144,-1.54,113,36,36,4,30
1961,NJ,08053,Discover,3308,02014345,2,0.4220,-0.86,100,79,12,6,690
1962,MN,55119,Discover,1683,03013493,3,0.1426,-1.95,148,76,49,3,595
1963,TN,38302,Chase_Rev,3003,05012938,5,0.7522,-0.28,122,49,30,1,365
1964,OK,73072,Discover,1812,01019555,1,0.1037,-2.27,95,17,38,5,2692
1965,SC,29847,Chase,357,01014801,1,0.4080,-0.9,131,89,139,2,100
1966,MA,02116,Bank_Of_Am,748,04013154,4,0.3196,-1.14,132,53,3,1,1106
1967,CA,95203,Wells,2030,03013296,3,0.3496,-1.05,115,59,59,2,25
1968,CA,91423,Wells_FIB,9221,10010185,10,0.1629,-1.81,105,18,39,1,25
1969,TX,76103,Discover,1570,10011339,10,0.4366,-0.83,128,96,6,1,28
1970,NH,03833,Associates,368,02013911,2,0.9451,-0.06,127,70,9,3,531
1971,AL,35115,Wells,3655,02013845,2,0.2984,-1.21,138,40,164,1,439
1972,NY,14127,Bank_Of_Am,892,01016326,1,0.3670,-1,109,3,194,3,627
1973,CA,94509,Wells,2088,02013978,2,0.9016,-0.1,129,27,132,2,500
1974,LA,70127,Wells,1351,04013211,4,0.9725,-0.03,124,9,43,1,256
1975,CA,90029,Chase,1437,06012615,6,0.1081,-2.22,127,88,197,1,420
1976,TN,37215,Bank_Of_Am,6631,01016332,1,0.0196,-3.93,148,92,122,2,400
1977,CA,91701,Discover,5712,09012090,9,0.5830,-0.54,142,68,48,1,30
1978,AL,35501,Chase,3914,08000000,8,0.8566,-0.15,137,67,10,1,76
1979,CA,91911,Bank_Of_Am,7226,01019005,1,0.8744,-0.13,122,63,79,6,1788
1980,CA,92374,Wells,1008,06012740,6,0.0383,-3.26,126,69,196,5,70
1981,MD,20783,Discover,3003,02014599,2,0.3934,-0.93,131,39,86,5,277
1982,AZ,85296,Discover,1197,10011772,10,0.4454,-0.81,114,33,33,3,1141
1983,OR,97420,Wells,1069,03013664,3,0.2818,-1.27,134,7,131,8,500
1984,MD,21217,Associates,2358,01015244,1,0.7573,-0.28,131,81,66,24,85
1985,CA,90201,Wells,1422,07012427,7,0.5581,-0.58,114,50,11,2,492
1986,OK,73049,Chase,1937,02013738,2,0.1168,-2.15,129,23,26,4,1120
1987,TX,77571,Chase_Rev,1727,09011917,9,0.5163,-0.66,143,44,68,2,329
1988,TX,76401,Discover,1495,10011647,10,0.9981,0,110,62,59,5,325
1989,CA,95828,Wells,1872,01015627,1,0.0298,-3.51,125,24,70,7,2000
1990,CT,06515,Associates,3125,05012771,5,0.1215,-2.11,100,58,42,1,975
1991,FL,34652,Associates,2251,06012605,6,0.5539,-0.59,90,60,148,7,490
1992,NC,27360,Associates,590,01014853,1,0.2685,-1.31,101,86,79,6,388
1993,TX,78596,Discover,5867,04013075,4,0.5732,-0.56,108,52,22,2,337
1994,IN,46406,Chase,4636,02013692,2,0.5928,-0.52,122,27,35,1,610
1995,TN,37918,Chase_Rev,2744,05012972,5,0.9005,-0.1,138,65,128,1,200
1996,FL,32207,Bank_Of_Am,6288,01015091,1,0.5430,-0.61,125,53,91,1,5270
1997,TX,78258,Bank_Of_Am,8853,01018225,1,0.2323,-1.46,120,10,324,10,420
1998,OR,97115,Chase_Rev,1677,02014255,2,0.9724,-0.03,116,44,14,6,52
1999,CA,92336,Bank_Of_Am,2462,06012693,6,0.0376,-3.28,103,24,20,3,25
2000,NY,11003,Chase,4552,04013224,4,0.7723,-0.26,108,97,85,2,400
2001,FL,33548,Discover,2940,04013036,4,0.2394,-1.43,126,52,88,1,1757
2002,NV,89108,Chase_Bony,7914,10011261,10,0.0067,-5.01,106,10,5,2,868
2003,CA,91786,Wells,1733,01015524,1,0.2520,-1.38,90,51,11,2,520
2004,NC,27107,Discover,4149,02014650,2,0.4771,-0.74,115,3,6,3,1330
2005,CA,90278,Wells,4863,09012059,9,0.1925,-1.65,139,8,82,7,848
2006,CA,92227,Associates,1827,05012885,5,0.2312,-1.46,111,92,90,3,420
2007,TX,78046,Wells,1305,08012348,8,0.0342,-3.38,93,32,180,2,1146
2008,NJ,07010,Discover,4275,03013664,3,0.3477,-1.06,136,2,3,1,1858
2009,ME,04938,Wells,1456,04013231,4,0.8303,-0.19,101,32,111,1,25
2010,WA,98046,Bank_Of_Am,1198,03013596,3,0.8179,-0.2,117,39,109,2,1000
2011,WI,54481,Bank_Of_Am,4802,02013772,2,0.6301,-0.46,129,90,72,3,75
2012,AZ,85730,Wells,1455,08012282,8,0.8968,-0.11,117,22,143,3,100
2013,OK,74134,Discover,3441,03013439,3,0.4412,-0.82,100,59,47,3,1430
2014,CA,93101,Bank_Of_Am,1453,09011903,9,0.1190,-2.13,136,88,162,1,150
2015,NY,10033,Associates,2447,04013164,4,0.7529,-0.28,112,30,96,9,100
2016,SD,57201,Chase,6197,10011736,10,0.8578,-0.15,107,67,13,1,261
2017,LA,70538,Bank_Of_Am,1664,04013226,4,0.9276,-0.08,91,17,70,2,785
2018,CA,92807,Wells,12887,06012742,6,0.6088,-0.5,140,63,112,4,720
2019,OK,74023,Associates,2024,03013342,3,0.0683,-2.68,127,31,81,17,600
2020,CA,94560,Wells,7521,01015298,1,0.7011,-0.36,103,78,106,2,400
2021,CA,93003,Discover,8630,10920458,10,0.4526,-0.79,114,87,5,1,150
2022,CA,90262,Bank_Of_Am,353,06012761,6,0.6442,-0.44,94,80,4,3,333
2023,WA,98273,Discover,3182,09011936,9,0.4625,-0.77,146,89,4,1,1120
2024,IA,52314,Discover,4666,03013448,3,0.4129,-0.88,105,16,126,1,200
2025,CA,92105,Discover,1733,01015653,1,0.8170,-0.2,128,42,484,2,210
2026,AZ,85502,Wells,1219,02014529,2,0.4156,-0.88,117,60,14,2,1444
2027,PA,19020,Discover,1838,03013536,3,0.1638,-1.81,142,71,40,3,280
2028,MI,48178,Bank_Of_Am,9850,03013618,3,0.9363,-0.07,138,36,65,2,3814
2029,CA,93274,Discover,4222,10011789,10,0.6291,-0.46,102,47,66,1,120
2030,MD,20785,Discover,6836,01018756,1,0.1203,-2.12,126,59,24,5,419
2031,IL,62232,Discover,1798,06922462,6,0.4759,-0.74,137,66,36,1,796
2032,SC,29741,Discover,4087,03013575,3,0.1589,-1.84,123,46,1,1,35
2033,TX,79925,Chase_Rev,1523,09012047,9,0.8948,-0.11,128,80,63,4,63
2034,CA,91767,Bank_Of_Am,1980,02014556,2,0.7440,-0.3,120,84,44,5,240
2035,OK,74883,Discover,1870,03013334,3,0.2700,-1.31,144,20,18,1,100
2036,TN,37814,Chase,2246,03013322,3,0.6464,-0.44,126,5,26,4,275
2037,NJ,07735,Discover,5245,04923356,4,0.7242,-0.32,122,52,42,4,235
2038,NY,11212,Discover,1449,05012793,5,0.8718,-0.14,142,96,210,8,485
2039,SC,29732,Discover,2394,04013181,4,0.7724,-0.26,103,34,105,5,65
2040,CA,91766,Wells,2113,01016754,1,0.2620,-1.34,97,34,70,1,287
2041,TX,77099,Discover,2272,10011679,10,0.5143,-0.66,144,84,146,2,45
2042,TN,37079,Chase,4021,04013028,4,0.3727,-0.99,117,1,80,2,4615
2043,VA,20194,Chase_Rev,7950,07012381,7,0.7959,-0.23,137,54,13,2,3060
2044,MI,48203,Associates,5058,05012971,5,0.2525,-1.38,102,89,25,1,431
2045,MN,55330,Discover,1406,08012280,8,0.6427,-0.44,111,82,32,3,1492
2046,MD,20707,Associates,1372,03924206,3,0.0416,-3.18,108,84,39,9,409
2047,NY,11375,Associates,1996,06012650,6,0.6229,-0.47,96,24,6,2,850
2048,TX,76119,Associates,2000,10011551,10,0.9719,-0.03,129,27,101,1,50
2049,SC,29223,Chase,2651,02014056,2,0.8898,-0.12,129,81,283,1,125
2050,MA,01852,Discover,6906,02014171,2,0.7673,-0.26,79,38,30,5,1160
2051,CA,92054,Bank_Of_Am,490,03013677,3,0.0201,-3.91,127,25,105,2,460
2052,PA,18346,Associates,1235,08012244,8,0.1014,-2.29,126,54,13,4,900
2053,CA,90301,Discover,3073,06012598,6,0.9876,-0.01,104,76,80,8,235
2054,VA,24012,Discover,3531,03013342,3,0.8271,-0.19,94,52,93,1,479
2055,NY,11225,Bank_Of_Am,1555,03013520,3,0.4905,-0.71,127,8,50,3,1450
2056,CA,93235,Wells,1979,04013104,4,0.2607,-1.34,128,33,38,1,235
2057,IL,62510,Associates,1633,03013590,3,0.8674,-0.14,110,22,42,1,1327
2058,NY,11221,Discover,5931,05012967,5,0.7912,-0.23,105,50,129,8,25
2059,TX,75218,Associates,3399,07921725,7,0.2911,-1.23,137,55,59,3,407
2060,NJ,08085,Discover,6783,06012750,6,0.5763,-0.55,138,50,172,1,75
2061,CA,91803,Discover,1680,03013546,3,0.6836,-0.38,125,4,109,2,280
2062,VA,23930,Associates,6423,01018578,1,0.9238,-0.08,136,24,21,5,994
2063,TX,75652,Wells,3794,05012943,5,0.6371,-0.45,118,48,102,15,10
2064,OH,45385,Discover,3499,01015128,1,0.1417,-1.95,149,29,149,1,75
2065,FL,34947,Bank_Of_Am,1327,06012622,6,0.8305,-0.19,116,68,2,2,25
2066,NY,12205,Chase_Rev,1281,05012942,5,0.0964,-2.34,93,64,116,2,592
2067,FL,32217,Chase,2506,02014431,2,0.5941,-0.52,131,75,77,6,540
2068,FL,33055,Associates,2485,05922968,5,0.1627,-1.82,106,33,169,4,480
2069,NV,89146,Bank_Of_Am,2957,01015130,1,0.8636,-0.15,126,51,54,8,1015
2070,AZ,85338,Associates,1120,08000000,8,0.6644,-0.41,144,39,3,1,1270
2071,LA,70427,Wells,6617,04013057,4,0.1782,-1.72,131,22,59,8,900
2072,CA,92870,Wells,1180,01016268,1,0.0821,-2.5,113,46,164,2,1016
2073,MO,63628,Bank_Of_Am,1540,01019541,1,0.0208,-3.87,133,96,39,4,1495
2074,CA,92704,Discover,8865,01018783,1,0.1333,-2.01,123,58,112,2,300
2075,CA,91709,Chase_Rev,2623,04013273,4,0.8689,-0.14,128,51,12,5,1100
2076,CA,90001,Associates,2238,10011857,10,0.0089,-4.72,120,81,3,1,546
2077,TX,77995,Associates,3544,02014535,2,0.6820,-0.38,114,29,57,3,950
2078,MI,49001,Chase,6679,05012960,5,0.2258,-1.49,107,5,356,1,2516
2079,CA,90712,Associates,4030,06012634,6,0.0509,-2.98,126,92,265,7,1127
2080,CA,91770,Bank_Of_Am,5480,01019310,1,0.0427,-3.15,127,9,101,1,6441
2081,KY,42164,Discover,3459,05012949,5,0.4837,-0.73,142,44,241,1,1380
2082,CA,92692,Wells,1726,01015531,1,0.1165,-2.15,112,56,3,2,604
2083,CA,92243,Wells,1502,03013477,3,0.5044,-0.68,145,38,151,4,60
2084,OH,43221,Discover,4517,07012544,7,0.5747,-0.55,134,22,38,1,1803
2085,NC,28904,Associates,4429,02013972,2,0.8754,-0.13,104,22,136,2,300
2086,TX,79936,Discover,9580,03013343,3,0.7709,-0.26,139,82,233,5,407
2087,TX,78501,Wells,5012,03013300,3,0.7806,-0.25,142,31,32,3,538
2088,CA,90230,Discover,7980,06012613,6,0.7055,-0.35,135,99,41,11,2499
2089,CA,93906,Wells,2351,02014224,2,0.6135,-0.49,110,53,76,2,2595
2090,NC,27892,Wells,2896,01015599,1,0.7936,-0.23,112,58,55,4,139
2091,CA,93035,Bank_Of_Am,3650,01016476,1,0.0210,-3.86,127,2,34,1,2283
2092,CA,90020,Bank_Of_Am,2456,07012491,7,0.4731,-0.75,133,37,5,2,700
2093,KY,41267,Associates,1203,07012361,7,0.4684,-0.76,124,54,18,2,60
2094,NJ,07719,Associates,7537,08012314,8,0.2247,-1.49,132,73,131,3,665
2095,NM,87801,Discover,1663,05922951,5,0.5340,-0.63,131,20,111,3,887
2096,TX,77009,Associates,3247,10011764,10,0.1909,-1.66,91,2,142,2,30
2097,LA,70127,Bank_Of_Am,2151,01019480,1,0.5782,-0.55,128,55,53,1,150
2098,WA,99337,Wells,1665,04013056,4,0.2039,-1.59,125,56,49,4,422
2099,PA,18042,Discover,3654,02014344,2,0.6807,-0.38,108,77,140,2,1325
2100,TX,78704,Chase,9579,10011368,10,0.2660,-1.32,113,95,115,3,1100
2101,CA,94014,Wells,1422,05012769,5,0.5829,-0.54,114,70,72,2,50
2102,WI,54139,Chase,1977,06012620,6,0.1943,-1.64,114,58,27,10,210
2103,PA,17851,Associates,1416,07012410,7,0.0516,-2.96,88,23,6,1,625
2104,FL,32607,Chase,1500,05012911,5,0.4107,-0.89,127,69,54,2,695
2105,MD,21237,Discover,8426,01017234,1,0.8299,-0.19,144,87,179,6,6000
2106,FL,33569,Chase,963,04013247,4,0.8945,-0.11,129,53,48,2,50
2107,IL,62901,Discover,1351,08012263,8,0.6975,-0.36,78,52,4,1,164
2108,PA,15068,Discover,2452,03013423,3,0.6493,-0.43,118,61,31,3,1400
2109,TX,77379,Discover,3726,09012023,9,0.5713,-0.56,144,98,62,11,399
2110,KS,66611,Discover,937,02013732,2,0.3830,-0.96,113,88,43,1,40
2111,AR,71603,Discover,2723,01016491,1,0.9032,-0.1,112,84,85,6,2498
2112,MI,48206,Discover,1674,04013252,4,0.0399,-3.22,147,13,41,2,240
2113,OH,44112,Discover,1706,07012515,7,0.6541,-0.42,124,91,4,3,357
2114,FL,33147,Associates,2729,04013281,4,0.8700,-0.14,128,13,90,1,252
2115,FL,34748,Bank_Of_Am,1514,03013645,3,0.4370,-0.83,139,7,28,1,390
2116,KS,66071,Discover,2439,04013063,4,0.4675,-0.76,114,13,94,1,500
2117,FL,33173,Discover,7869,05012866,5,0.3387,-1.08,138,41,71,1,140
2118,PA,19104,Discover,7859,02013971,2,0.8069,-0.21,140,46,50,2,495
2119,VA,23851,Discover,1581,01926381,1,0.2988,-1.21,122,52,46,9,110
2120,GA,31419,Discover,6846,01016140,1,0.4459,-0.81,106,91,16,1,150
2121,MN,55115,Discover,3133,01016454,1,0.4338,-0.84,97,14,90,3,3982
2122,KY,40206,Associates,3102,04013009,4,0.0058,-5.16,136,16,91,2,185
